Time,Main Status,Sub Status,Full Status,Status Text,T,Service,FaultMsg,Value0
29/11/2014 13:34,0,0,00:00,Turbine in operation,1,FALSE,FALSE,2.4
30/11/2014 17:15,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.1
30/11/2014 18:58,0,2,00:02,Turbine operational,1,FALSE,FALSE,1.1
30/11/2014 18:58,0,1,00:01,Turbine starting,1,FALSE,FALSE,1
30/11/2014 19:02,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.4
30/11/2014 23:12,0,2,00:02,Turbine operational,1,FALSE,FALSE,2.1
30/11/2014 23:12,0,1,00:01,Turbine starting,1,FALSE,FALSE,2.5
30/11/2014 23:15,0,0,00:00,Turbine in operation,1,FALSE,FALSE,1.8
01/12/2014 01:48,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.2
01/12/2014 03:27,0,2,00:02,Turbine operational,1,FALSE,FALSE,3
01/12/2014 03:27,0,1,00:01,Turbine starting,1,FALSE,FALSE,3
01/12/2014 03:30,0,0,00:00,Turbine in operation,1,FALSE,FALSE,2.2
01/12/2014 04:17,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.8
01/12/2014 05:22,0,2,00:02,Turbine operational,1,FALSE,FALSE,3.2
01/12/2014 05:22,0,1,00:01,Turbine starting,1,FALSE,FALSE,3.3
01/12/2014 05:25,0,0,00:00,Turbine in operation,1,FALSE,FALSE,2.8
02/12/2014 13:34,0,8,00:08,Turbine in operation during maintenance,1,FALSE,FALSE,7.2
02/12/2014 13:37,8,0,08:00,Maintenance,6,TRUE,FALSE,5.9
02/12/2014 14:19,0,8,00:08,Turbine in operation during maintenance,1,FALSE,FALSE,6.9
02/12/2014 14:26,0,0,00:00,Turbine in operation,1,FALSE,FALSE,5.9
04/12/2014 10:47,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
04/12/2014 11:11,0,2,00:02,Turbine operational,1,FALSE,FALSE,1.4
04/12/2014 11:11,0,1,00:01,Turbine starting,1,FALSE,FALSE,1.4
04/12/2014 11:15,0,0,00:00,Turbine in operation,1,FALSE,FALSE,1.9
04/12/2014 12:01,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.3
04/12/2014 14:55,0,2,00:02,Turbine operational,1,FALSE,FALSE,2.7
04/12/2014 14:55,0,1,00:01,Turbine starting,1,FALSE,FALSE,2.6
04/12/2014 14:59,0,0,00:00,Turbine in operation,1,FALSE,FALSE,2.4
04/12/2014 16:39,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.9
04/12/2014 18:48,0,2,00:02,Turbine operational,1,FALSE,FALSE,2.4
04/12/2014 18:48,0,1,00:01,Turbine starting,1,FALSE,FALSE,2.4
04/12/2014 18:52,0,0,00:00,Turbine in operation,1,FALSE,FALSE,1.8
05/12/2014 01:41,62,701,62 : 701,Feeding fault : Overload chopper inverter 1,6,FALSE,FALSE,8
05/12/2014 01:44,0,2,00:02,Turbine operational,1,FALSE,FALSE,10.8
05/12/2014 01:46,0,1,00:01,Turbine starting,1,FALSE,FALSE,9.7
05/12/2014 01:47,0,0,00:00,Turbine in operation,1,FALSE,FALSE,10
05/12/2014 02:14,62,701,62 : 701,Feeding fault : Overload chopper inverter 1,6,FALSE,FALSE,8.8
05/12/2014 02:15,0,2,00:02,Turbine operational,1,FALSE,FALSE,8.1
05/12/2014 02:17,0,1,00:01,Turbine starting,1,FALSE,FALSE,13.3
05/12/2014 02:18,0,0,00:00,Turbine in operation,1,FALSE,FALSE,11.8
05/12/2014 02:38,62,701,62 : 701,Feeding fault : Overload chopper inverter 1,6,FALSE,FALSE,9
05/12/2014 02:40,0,2,00:02,Turbine operational,1,FALSE,FALSE,10.3
05/12/2014 02:43,0,1,00:01,Turbine starting,1,FALSE,FALSE,11.7
05/12/2014 02:44,0,0,00:00,Turbine in operation,1,FALSE,FALSE,11.5
05/12/2014 02:50,62,701,62 : 701,Feeding fault : Overload chopper inverter 1,6,FALSE,FALSE,8.6
05/12/2014 02:50,0,2,00:02,Turbine operational,1,FALSE,FALSE,11.3
05/12/2014 02:53,0,1,00:01,Turbine starting,1,FALSE,FALSE,9.9
05/12/2014 02:54,0,0,00:00,Turbine in operation,1,FALSE,FALSE,11.7
05/12/2014 03:01,62,701,62 : 701,Feeding fault : Overload chopper inverter 1,6,FALSE,FALSE,8.5
05/12/2014 03:02,0,2,00:02,Turbine operational,1,FALSE,FALSE,8.5
05/12/2014 03:04,0,1,00:01,Turbine starting,1,FALSE,FALSE,8.4
05/12/2014 03:05,0,0,00:00,Turbine in operation,1,FALSE,FALSE,8.7
05/12/2014 03:37,62,701,62 : 701,Feeding fault : Overload chopper inverter 1,6,FALSE,FALSE,7.1
05/12/2014 03:37,0,2,00:02,Turbine operational,1,FALSE,FALSE,7.3
05/12/2014 03:40,0,1,00:01,Turbine starting,1,FALSE,FALSE,8.6
05/12/2014 03:41,0,0,00:00,Turbine in operation,1,FALSE,FALSE,11.2
05/12/2014 03:44,62,701,62 : 701,Feeding fault : Overload chopper inverter 1,6,FALSE,FALSE,8.6
05/12/2014 03:45,0,2,00:02,Turbine operational,1,FALSE,FALSE,10.9
05/12/2014 03:47,0,1,00:01,Turbine starting,1,FALSE,FALSE,10.7
05/12/2014 03:48,0,0,00:00,Turbine in operation,1,FALSE,FALSE,11.2
05/12/2014 04:36,62,701,62 : 701,Feeding fault : Overload chopper inverter 1,6,FALSE,FALSE,8.1
05/12/2014 04:37,0,2,00:02,Turbine operational,1,FALSE,FALSE,9.5
05/12/2014 04:39,0,1,00:01,Turbine starting,1,FALSE,FALSE,8.1
05/12/2014 04:40,0,0,00:00,Turbine in operation,1,FALSE,FALSE,9.5
05/12/2014 05:02,62,701,62 : 701,Feeding fault : Overload chopper inverter 1,6,FALSE,FALSE,9.4
05/12/2014 05:03,0,2,00:02,Turbine operational,1,FALSE,FALSE,10.6
05/12/2014 05:05,0,1,00:01,Turbine starting,1,FALSE,FALSE,9.9
05/12/2014 05:06,0,0,00:00,Turbine in operation,1,FALSE,FALSE,10.2
05/12/2014 12:36,62,701,62 : 701,Feeding fault : Overload chopper inverter 1,6,FALSE,TRUE,8.6
05/12/2014 13:03,222,3,222:03:00,Turbine reset : Scada system,6,FALSE,FALSE,2.6
05/12/2014 13:03,0,2,00:02,Turbine operational,1,FALSE,FALSE,3.4
05/12/2014 13:06,0,1,00:01,Turbine starting,1,FALSE,FALSE,9.1
05/12/2014 13:06,0,5,00:05,Calibration of  load control,1,FALSE,FALSE,6.8
05/12/2014 13:06,0,1,00:01,Turbine starting,1,FALSE,FALSE,9.8
05/12/2014 13:07,0,0,00:00,Turbine in operation,1,FALSE,FALSE,8.7
08/12/2014 03:04,62,701,62 : 701,Feeding fault : Overload chopper inverter 1,6,FALSE,FALSE,8.3
08/12/2014 03:05,0,2,00:02,Turbine operational,1,FALSE,FALSE,10.3
08/12/2014 03:07,0,1,00:01,Turbine starting,1,FALSE,FALSE,4.5
08/12/2014 03:08,0,0,00:00,Turbine in operation,1,FALSE,FALSE,9.4
08/12/2014 03:58,62,701,62 : 701,Feeding fault : Overload chopper inverter 1,6,FALSE,FALSE,8.5
08/12/2014 03:59,0,2,00:02,Turbine operational,1,FALSE,FALSE,8.8
08/12/2014 04:01,0,1,00:01,Turbine starting,1,FALSE,FALSE,10.4
08/12/2014 04:02,0,0,00:00,Turbine in operation,1,FALSE,FALSE,9.4
08/12/2014 04:06,62,701,62 : 701,Feeding fault : Overload chopper inverter 1,6,FALSE,FALSE,9.4
08/12/2014 04:07,0,2,00:02,Turbine operational,1,FALSE,FALSE,8.1
08/12/2014 04:09,0,1,00:01,Turbine starting,1,FALSE,FALSE,12.1
08/12/2014 04:10,0,0,00:00,Turbine in operation,1,FALSE,FALSE,11.6
08/12/2014 04:48,62,701,62 : 701,Feeding fault : Overload chopper inverter 1,6,FALSE,FALSE,8.5
08/12/2014 04:49,0,2,00:02,Turbine operational,1,FALSE,FALSE,10.8
08/12/2014 04:51,0,1,00:01,Turbine starting,1,FALSE,FALSE,11
08/12/2014 04:52,0,0,00:00,Turbine in operation,1,FALSE,FALSE,8.4
08/12/2014 05:00,62,701,62 : 701,Feeding fault : Overload chopper inverter 1,6,FALSE,FALSE,8.4
08/12/2014 05:02,0,2,00:02,Turbine operational,1,FALSE,FALSE,8.9
08/12/2014 05:05,0,1,00:01,Turbine starting,1,FALSE,FALSE,7.7
08/12/2014 05:06,0,0,00:00,Turbine in operation,1,FALSE,FALSE,8
08/12/2014 05:23,62,701,62 : 701,Feeding fault : Overload chopper inverter 1,6,FALSE,FALSE,8.3
08/12/2014 05:25,0,2,00:02,Turbine operational,1,FALSE,FALSE,10.4
08/12/2014 05:27,0,1,00:01,Turbine starting,1,FALSE,FALSE,8.1
08/12/2014 05:29,0,0,00:00,Turbine in operation,1,FALSE,FALSE,8.1
08/12/2014 07:09,62,701,62 : 701,Feeding fault : Overload chopper inverter 1,6,FALSE,FALSE,8.4
08/12/2014 07:10,0,2,00:02,Turbine operational,1,FALSE,FALSE,10
08/12/2014 07:12,0,1,00:01,Turbine starting,1,FALSE,FALSE,13
08/12/2014 07:13,0,0,00:00,Turbine in operation,1,FALSE,FALSE,11.6
08/12/2014 07:24,62,701,62 : 701,Feeding fault : Overload chopper inverter 1,6,FALSE,FALSE,9.1
08/12/2014 07:26,0,2,00:02,Turbine operational,1,FALSE,FALSE,11.5
08/12/2014 07:28,0,1,00:01,Turbine starting,1,FALSE,FALSE,11.7
08/12/2014 07:29,0,0,00:00,Turbine in operation,1,FALSE,FALSE,11.2
08/12/2014 07:50,62,701,62 : 701,Feeding fault : Overload chopper inverter 1,6,FALSE,FALSE,8.4
08/12/2014 07:51,0,2,00:02,Turbine operational,1,FALSE,FALSE,10.2
08/12/2014 07:53,0,1,00:01,Turbine starting,1,FALSE,FALSE,7.5
08/12/2014 07:54,0,0,00:00,Turbine in operation,1,FALSE,FALSE,10
08/12/2014 08:22,62,701,62 : 701,Feeding fault : Overload chopper inverter 1,6,FALSE,TRUE,8.9
08/12/2014 08:25,222,3,222:03:00,Turbine reset : Scada system,6,FALSE,FALSE,2.3
08/12/2014 08:25,0,2,00:02,Turbine operational,1,FALSE,FALSE,3.4
08/12/2014 08:28,0,1,00:01,Turbine starting,1,FALSE,FALSE,8.3
08/12/2014 08:28,0,5,00:05,Calibration of  load control,1,FALSE,FALSE,8.2
08/12/2014 08:29,0,1,00:01,Turbine starting,1,FALSE,FALSE,8.3
08/12/2014 08:29,0,0,00:00,Turbine in operation,1,FALSE,FALSE,9.9
08/12/2014 16:07,62,701,62 : 701,Feeding fault : Overload chopper inverter 1,6,FALSE,FALSE,7.7
08/12/2014 16:08,0,2,00:02,Turbine operational,1,FALSE,FALSE,9.7
08/12/2014 16:11,0,1,00:01,Turbine starting,1,FALSE,FALSE,7.5
08/12/2014 16:12,0,0,00:00,Turbine in operation,1,FALSE,FALSE,8.6
08/12/2014 16:48,0,8,00:08,Turbine in operation during maintenance,1,FALSE,FALSE,4.5
08/12/2014 16:48,8,0,08:00,Maintenance,6,TRUE,FALSE,5.1
08/12/2014 19:02,0,8,00:08,Turbine in operation during maintenance,1,FALSE,FALSE,8.1
08/12/2014 19:39,0,0,00:00,Turbine in operation,1,FALSE,FALSE,6.9
09/12/2014 02:56,62,701,62 : 701,Feeding fault : Overload chopper inverter 1,6,FALSE,FALSE,10
09/12/2014 02:57,0,2,00:02,Turbine operational,1,FALSE,FALSE,8.3
09/12/2014 02:59,0,1,00:01,Turbine starting,1,FALSE,FALSE,8.3
09/12/2014 03:00,0,0,00:00,Turbine in operation,1,FALSE,FALSE,9.4
09/12/2014 04:07,62,701,62 : 701,Feeding fault : Overload chopper inverter 1,6,FALSE,FALSE,9.2
09/12/2014 04:08,0,2,00:02,Turbine operational,1,FALSE,FALSE,8.9
09/12/2014 04:10,0,1,00:01,Turbine starting,1,FALSE,FALSE,11.3
09/12/2014 04:11,0,0,00:00,Turbine in operation,1,FALSE,FALSE,10.7
09/12/2014 04:29,62,701,62 : 701,Feeding fault : Overload chopper inverter 1,6,FALSE,FALSE,9
09/12/2014 04:30,0,2,00:02,Turbine operational,1,FALSE,FALSE,11
09/12/2014 04:33,0,1,00:01,Turbine starting,1,FALSE,FALSE,6.6
09/12/2014 04:34,0,0,00:00,Turbine in operation,1,FALSE,FALSE,9
10/12/2014 09:54,0,8,00:08,Turbine in operation during maintenance,1,FALSE,FALSE,11.4
10/12/2014 09:59,8,0,08:00,Maintenance,6,TRUE,FALSE,10.6
10/12/2014 12:28,0,8,00:08,Turbine in operation during maintenance,1,FALSE,FALSE,9.4
10/12/2014 12:32,8,0,08:00,Maintenance,6,TRUE,FALSE,6.5
10/12/2014 12:41,0,8,00:08,Turbine in operation during maintenance,1,FALSE,FALSE,11.3
10/12/2014 13:17,8,0,08:00,Maintenance,6,TRUE,FALSE,8.5
10/12/2014 13:53,0,8,00:08,Turbine in operation during maintenance,1,FALSE,FALSE,14.8
10/12/2014 13:54,8,0,08:00,Maintenance,6,TRUE,FALSE,15.7
10/12/2014 14:45,0,8,00:08,Turbine in operation during maintenance,1,FALSE,FALSE,9.9
10/12/2014 14:57,0,0,00:00,Turbine in operation,1,FALSE,FALSE,8.8
15/12/2014 12:14,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.5
15/12/2014 13:14,0,2,00:02,Turbine operational,1,FALSE,FALSE,1.3
15/12/2014 13:14,0,1,00:01,Turbine starting,1,FALSE,FALSE,2
15/12/2014 13:17,0,0,00:00,Turbine in operation,1,FALSE,FALSE,2.5
15/12/2014 23:20,0,5,00:05,Calibration of  load control,1,FALSE,FALSE,8.2
15/12/2014 23:25,0,1,00:01,Turbine starting,1,FALSE,FALSE,9.8
15/12/2014 23:26,0,0,00:00,Turbine in operation,1,FALSE,FALSE,9.3
01/01/2015 11:10,72,301,72 : 301,Air gap monitoring : Sensor 1 blade C,6,FALSE,FALSE,19
01/01/2015 11:10,0,2,00:02,Turbine operational,1,FALSE,FALSE,9.2
01/01/2015 11:13,0,1,00:01,Turbine starting,1,FALSE,FALSE,18.4
01/01/2015 11:13,0,5,00:05,Calibration of  load control,1,FALSE,FALSE,22
01/01/2015 11:15,0,1,00:01,Turbine starting,1,FALSE,FALSE,24.1
01/01/2015 11:16,0,0,00:00,Turbine in operation,1,FALSE,FALSE,19.8
01/01/2015 18:50,62,519,62 : 519,Feeding fault : No zero crossing several inv.,6,FALSE,FALSE,12.4
01/01/2015 19:43,222,1,222:01:00,Turbine reset : Power failure,6,FALSE,FALSE,2.6
01/01/2015 19:43,220,56,220:56:00,Processor reset : Fan inverter,6,FALSE,FALSE,2.8
01/01/2015 19:43,220,52,220:52:00,Processor reset : Yaw inverter 2,6,FALSE,FALSE,3.3
01/01/2015 19:43,220,51,220:51:00,Processor reset : Yaw inverter 1,6,FALSE,FALSE,3.3
01/01/2015 19:44,0,3,00:03,Start lead-up,1,FALSE,FALSE,3.3
01/01/2015 19:44,62,519,62 : 519,Feeding fault : No zero crossing several inv.,6,FALSE,FALSE,3.9
01/01/2015 20:44,62,519,62 : 519,Feeding fault : No zero crossing several inv.,6,FALSE,TRUE,12.4
01/01/2015 21:22,222,5,222:05:00,Turbine reset : Remote display,6,FALSE,FALSE,2.6
01/01/2015 21:22,62,519,62 : 519,Feeding fault : No zero crossing several inv.,6,FALSE,FALSE,2.8
01/01/2015 22:14,62,510,62 : 510,Feeding fault : No zero crossing inverter 10,6,FALSE,FALSE,10.3
01/01/2015 22:18,62,919,62 : 919,Feeding fault : External shut down several inv.,6,FALSE,FALSE,9.7
01/01/2015 22:19,62,910,62 : 910,Feeding fault : External shut down inverter 10,6,FALSE,FALSE,11
01/01/2015 22:19,62,919,62 : 919,Feeding fault : External shut down several inv.,6,FALSE,FALSE,11.9
01/01/2015 22:21,62,910,62 : 910,Feeding fault : External shut down inverter 10,6,FALSE,FALSE,9.7
01/01/2015 22:21,62,919,62 : 919,Feeding fault : External shut down several inv.,6,FALSE,FALSE,11.4
01/01/2015 22:21,62,519,62 : 519,Feeding fault : No zero crossing several inv.,6,FALSE,FALSE,13.1
01/01/2015 22:22,62,502,62 : 502,Feeding fault : No zero crossing inverter 2,6,FALSE,FALSE,11.8
01/01/2015 22:22,62,519,62 : 519,Feeding fault : No zero crossing several inv.,6,FALSE,TRUE,12.1
02/01/2015 08:22,222,5,222:05:00,Turbine reset : Remote display,6,FALSE,FALSE,2.6
02/01/2015 08:22,62,519,62 : 519,Feeding fault : No zero crossing several inv.,6,FALSE,FALSE,2.8
02/01/2015 09:22,62,519,62 : 519,Feeding fault : No zero crossing several inv.,6,FALSE,TRUE,9.7
02/01/2015 10:48,8,0,08:00,Maintenance,6,TRUE,FALSE,6.9
03/01/2015 12:27,204,0,204:00:00,Data bus error all inverters,6,FALSE,FALSE,6.7
03/01/2015 12:27,222,2,222:02:00,Turbine reset : Quit button,6,FALSE,FALSE,2.3
03/01/2015 12:27,204,0,204:00:00,Data bus error all inverters,6,FALSE,FALSE,2.6
03/01/2015 12:27,8,0,08:00,Maintenance,6,TRUE,FALSE,3.2
05/01/2015 12:41,301,81,301 : 81,Feeding control bus error (Bus-Off) : I/O-board control cabinet,6,FALSE,FALSE,3.5
05/01/2015 12:42,222,2,222:02:00,Turbine reset : Quit button,6,FALSE,FALSE,2.3
05/01/2015 12:42,1,1,01:01,Turbine stopped : Control cabinet,1,FALSE,FALSE,2.6
05/01/2015 12:42,301,81,301 : 81,Feeding control bus error (Bus-Off) : I/O-board control cabinet,6,FALSE,FALSE,2.8
05/01/2015 12:43,220,33,220:33:00,Processor reset : Power Control,6,FALSE,FALSE,2.1
05/01/2015 12:43,204,0,204:00:00,Data bus error all inverters,6,FALSE,FALSE,5.1
05/01/2015 12:53,301,81,301 : 81,Feeding control bus error (Bus-Off) : I/O-board control cabinet,6,FALSE,FALSE,6.3
05/01/2015 12:53,204,0,204:00:00,Data bus error all inverters,6,FALSE,FALSE,10
05/01/2015 12:54,222,2,222:02:00,Turbine reset : Quit button,6,FALSE,FALSE,2.3
05/01/2015 12:54,204,0,204:00:00,Data bus error all inverters,6,FALSE,FALSE,2.6
05/01/2015 12:55,8,0,08:00,Maintenance,6,TRUE,FALSE,9.6
06/01/2015 00:18,240,246,240 : 246,Remote control PC : Timeout receivebuffer,5,TRUE,TRUE,0
07/01/2015 19:18,9,1,09:01,Generator heating : Isometer,1,FALSE,FALSE,9.5
07/01/2015 23:17,0,2,00:02,Turbine operational,1,FALSE,FALSE,11.7
07/01/2015 23:19,0,1,00:01,Turbine starting,1,FALSE,FALSE,11.4
07/01/2015 23:20,0,0,00:00,Turbine in operation,1,FALSE,FALSE,10.8
11/01/2015 19:43,304,56,304:56:00,Data bus error (Timeout) : Fan inverter,6,FALSE,FALSE,14.1
11/01/2015 19:44,0,2,00:02,Turbine operational,1,FALSE,FALSE,17
11/01/2015 19:46,0,1,00:01,Turbine starting,1,FALSE,FALSE,16.5
11/01/2015 19:47,0,0,00:00,Turbine in operation,1,FALSE,FALSE,18.3
13/01/2015 12:13,307,14,307:14:00,Data bus error blade control (timeout) : Blade load control B,6,FALSE,FALSE,13.5
13/01/2015 12:13,0,2,00:02,Turbine operational,1,FALSE,FALSE,5.9
13/01/2015 12:16,0,1,00:01,Turbine starting,1,FALSE,FALSE,21.9
13/01/2015 12:17,0,5,00:05,Calibration of  load control,1,FALSE,FALSE,9.8
13/01/2015 12:19,0,1,00:01,Turbine starting,1,FALSE,FALSE,14
13/01/2015 12:19,0,0,00:00,Turbine in operation,1,FALSE,FALSE,14.5
14/01/2015 19:56,31,1,31:01:00,Tower oscillation : Transversal oscillation,6,FALSE,FALSE,26.6
14/01/2015 19:57,0,2,00:02,Turbine operational,1,FALSE,FALSE,26.4
14/01/2015 19:59,0,1,00:01,Turbine starting,1,FALSE,FALSE,24.8
14/01/2015 20:00,0,0,00:00,Turbine in operation,1,FALSE,FALSE,29.1
14/01/2015 20:04,3,12,03:12,Storm : Average windspeed - (10min),1,FALSE,FALSE,40.2
14/01/2015 20:17,0,2,00:02,Turbine operational,1,FALSE,FALSE,23.1
14/01/2015 20:19,0,1,00:01,Turbine starting,1,FALSE,FALSE,29.4
14/01/2015 20:20,0,0,00:00,Turbine in operation,1,FALSE,FALSE,24.4
15/01/2015 00:00,228,100,228 : 100,Timeout warnmessage : Malfunction aircooling,6,FALSE,TRUE,17.9
15/01/2015 00:07,222,3,222:03:00,Turbine reset : Scada system,6,FALSE,FALSE,2.6
15/01/2015 00:07,0,2,00:02,Turbine operational,1,FALSE,FALSE,3.4
15/01/2015 00:10,0,1,00:01,Turbine starting,1,FALSE,FALSE,14.6
15/01/2015 00:10,0,5,00:05,Calibration of  load control,1,FALSE,FALSE,18.7
15/01/2015 00:12,0,1,00:01,Turbine starting,1,FALSE,FALSE,20.5
15/01/2015 00:12,0,0,00:00,Turbine in operation,1,FALSE,FALSE,20.3
16/01/2015 00:00,228,100,228 : 100,Timeout warnmessage : Malfunction aircooling,6,FALSE,TRUE,8.3
16/01/2015 00:06,222,3,222:03:00,Turbine reset : Scada system,6,FALSE,FALSE,2.3
16/01/2015 00:06,0,2,00:02,Turbine operational,1,FALSE,FALSE,3.4
16/01/2015 00:09,0,1,00:01,Turbine starting,1,FALSE,FALSE,7.3
16/01/2015 00:09,0,5,00:05,Calibration of  load control,1,FALSE,FALSE,7.7
16/01/2015 00:14,0,1,00:01,Turbine starting,1,FALSE,FALSE,8.1
16/01/2015 00:15,0,0,00:00,Turbine in operation,1,FALSE,FALSE,7.2
16/01/2015 13:17,0,8,00:08,Turbine in operation during maintenance,1,FALSE,FALSE,4.6
16/01/2015 13:17,8,0,08:00,Maintenance,6,TRUE,FALSE,5
16/01/2015 15:17,0,1,00:01,Turbine starting,1,FALSE,FALSE,5.3
16/01/2015 15:17,0,0,00:00,Turbine in operation,1,FALSE,FALSE,6.7
19/01/2015 06:15,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.2
19/01/2015 06:39,0,2,00:02,Turbine operational,1,FALSE,FALSE,2.6
19/01/2015 06:39,0,1,00:01,Turbine starting,1,FALSE,FALSE,2.5
19/01/2015 06:43,0,0,00:00,Turbine in operation,1,FALSE,FALSE,1.6
19/01/2015 08:06,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
19/01/2015 09:36,8,0,08:00,Maintenance,6,TRUE,FALSE,3.8
19/01/2015 10:06,240,1,240:01:00,Remote control PC : switched off,5,FALSE,FALSE,0
19/01/2015 10:50,240,0,240:00:00,Remote control PC : switched on,5,FALSE,FALSE,0
19/01/2015 10:52,240,1,240:01:00,Remote control PC : switched off,5,FALSE,FALSE,0
19/01/2015 15:06,240,0,240:00:00,Remote control PC : switched on,5,FALSE,FALSE,0
19/01/2015 15:06,8,0,08:00,Maintenance,6,TRUE,FALSE,12
19/01/2015 15:11,240,1,240:01:00,Remote control PC : switched off,5,FALSE,FALSE,0
19/01/2015 15:14,240,0,240:00:00,Remote control PC : switched on,5,FALSE,FALSE,0
19/01/2015 15:14,8,0,08:00,Maintenance,6,TRUE,FALSE,9.5
19/01/2015 15:21,240,1,240:01:00,Remote control PC : switched off,5,FALSE,FALSE,0
19/01/2015 15:24,240,0,240:00:00,Remote control PC : switched on,5,FALSE,FALSE,0
19/01/2015 15:24,8,0,08:00,Maintenance,6,TRUE,FALSE,9.3
19/01/2015 15:58,240,1,240:01:00,Remote control PC : switched off,5,FALSE,FALSE,0
19/01/2015 16:00,240,0,240:00:00,Remote control PC : switched on,5,FALSE,FALSE,0
19/01/2015 16:00,8,0,08:00,Maintenance,6,TRUE,FALSE,10.8
19/01/2015 16:01,0,8,00:08,Turbine in operation during maintenance,1,FALSE,FALSE,11.3
19/01/2015 16:13,0,0,00:00,Turbine in operation,1,FALSE,FALSE,9.6
20/01/2015 09:07,0,8,00:08,Turbine in operation during maintenance,1,FALSE,FALSE,8.6
20/01/2015 09:08,8,0,08:00,Maintenance,6,TRUE,FALSE,8.8
20/01/2015 15:33,0,8,00:08,Turbine in operation during maintenance,1,FALSE,FALSE,12
20/01/2015 15:40,0,0,00:00,Turbine in operation,1,FALSE,FALSE,9
21/01/2015 08:53,0,8,00:08,Turbine in operation during maintenance,1,FALSE,FALSE,12.2
21/01/2015 08:53,8,0,08:00,Maintenance,6,TRUE,FALSE,11.6
21/01/2015 14:05,0,8,00:08,Turbine in operation during maintenance,1,FALSE,FALSE,11.4
21/01/2015 14:07,8,0,08:00,Maintenance,6,TRUE,FALSE,8.7
21/01/2015 14:50,0,8,00:08,Turbine in operation during maintenance,1,FALSE,FALSE,6.5
21/01/2015 15:08,0,0,00:00,Turbine in operation,1,FALSE,FALSE,7.2
22/01/2015 06:44,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.2
22/01/2015 07:08,0,2,00:02,Turbine operational,1,FALSE,FALSE,0.8
22/01/2015 07:08,0,1,00:01,Turbine starting,1,FALSE,FALSE,0.4
22/01/2015 07:12,0,0,00:00,Turbine in operation,1,FALSE,FALSE,2.1
22/01/2015 11:50,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.2
22/01/2015 12:30,0,2,00:02,Turbine operational,1,FALSE,FALSE,3.3
22/01/2015 12:30,0,1,00:01,Turbine starting,1,FALSE,FALSE,3.7
22/01/2015 12:34,0,0,00:00,Turbine in operation,1,FALSE,FALSE,2.6
28/01/2015 10:16,0,8,00:08,Turbine in operation during maintenance,1,FALSE,FALSE,13.6
28/01/2015 10:17,8,0,08:00,Maintenance,6,TRUE,FALSE,14.7
28/01/2015 12:22,0,8,00:08,Turbine in operation during maintenance,1,FALSE,FALSE,8.2
28/01/2015 12:38,8,0,08:00,Maintenance,6,TRUE,FALSE,11
28/01/2015 13:02,0,8,00:08,Turbine in operation during maintenance,1,FALSE,FALSE,9.1
28/01/2015 13:14,0,0,00:00,Turbine in operation,1,FALSE,FALSE,10.2
01/02/2015 18:32,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1.2
01/02/2015 21:26,0,2,00:02,Turbine operational,1,FALSE,FALSE,2.7
01/02/2015 21:26,0,1,00:01,Turbine starting,1,FALSE,FALSE,2.6
01/02/2015 21:30,0,0,00:00,Turbine in operation,1,FALSE,FALSE,2.2
02/02/2015 19:19,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
02/02/2015 20:09,0,2,00:02,Turbine operational,1,FALSE,FALSE,2
02/02/2015 20:09,0,1,00:01,Turbine starting,1,FALSE,FALSE,1.9
02/02/2015 20:13,0,0,00:00,Turbine in operation,1,FALSE,FALSE,1.5
05/02/2015 10:07,240,1,240:01:00,Remote control PC : switched off,5,FALSE,FALSE,0
05/02/2015 10:10,240,0,240:00:00,Remote control PC : switched on,5,FALSE,FALSE,0
05/02/2015 10:10,0,0,00:00,Turbine in operation,1,FALSE,FALSE,7.4
05/02/2015 10:22,240,1,240:01:00,Remote control PC : switched off,5,FALSE,FALSE,0
05/02/2015 10:25,240,0,240:00:00,Remote control PC : switched on,5,FALSE,FALSE,0
05/02/2015 10:25,0,0,00:00,Turbine in operation,1,FALSE,FALSE,8
08/02/2015 10:31,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,0.9
08/02/2015 13:28,0,2,00:02,Turbine operational,1,FALSE,FALSE,2.4
08/02/2015 13:28,0,1,00:01,Turbine starting,1,FALSE,FALSE,2.8
08/02/2015 13:31,0,0,00:00,Turbine in operation,1,FALSE,FALSE,1.2
08/02/2015 14:51,2,1,02:01,Lack of wind : Wind speed to low,1,FALSE,FALSE,1
